tag,x,y,direction,x_variance,y_variance,xy_covariance
blue,10.51,1.71,0,0.01,0.01,0.0
blue,14.68,2.12,0,0.01,0.01,0.0
blue,18.60,2.81,0,0.01,0.01,0.0
blue,22.08,3.81,0,0.01,0.01,0.0
blue,24.90,5.09,0,0.01,0.01,0.0
blue,26.86,6.49,0,0.01,0.01,0.0
blue,28.03,7.88,0,0.01,0.01,0.0
blue,28.56,9.18,0,0.01,0.01,0.0
blue,28.64,10.59,0,0.01,0.01,0.0
blue,28.17,12.26,0,0.01,0.01,0.0
blue,26.92,14.39,0,0.01,0.01,0.0
blue,24.53,17.13,0,0.01,0.01,0.0
blue,21.66,20.11,0,0.01,0.01,0.0
blue,19.83,22.35,0,0.01,0.01,0.0
blue,18.61,24.38,0,0.01,0.01,0.0
blue,17.66,26.74,0,0.01,0.01,0.0
blue,16.82,30.12,0,0.01,0.01,0.0
blue,15.96,33.57,0,0.01,0.01,0.0
blue,15.07,35.47,0,0.01,0.01,0.0
blue,14.11,36.55,0,0.01,0.01,0.0
blue,12.99,37.19,0,0.01,0.01,0.0
blue,11.36,37.51,0,0.01,0.01,0.0
blue,9.16,37.32,0,0.01,0.01,0.0
blue,6.43,36.47,0,0.01,0.01,0.0
blue,3.24,34.89,0,0.01,0.01,0.0
blue,-0.06,32.74,0,0.01,0.01,0.0
blue,-3.33,30.18,0,0.01,0.01,0.0
blue,-6.45,27.38,0,0.01,0.01,0.0
blue,-9.74,24.08,0,0.01,0.01,0.0
blue,-12.73,20.81,0,0.01,0.01,0.0
blue,-15.93,17.06,0,0.01,0.01,0.0
blue,-18.87,13.45,0,0.01,0.01,0.0
blue,-21.84,9.82,0,0.01,0.01,0.0
blue,-24.37,6.98,0,0.01,0.01,0.0
blue,-26.34,5.17,0,0.01,0.01,0.0
blue,-27.80,4.22,0,0.01,0.01,0.0
blue,-28.93,3.77,0,0.01,0.01,0.0
blue,-30.11,3.59,0,0.01,0.01,0.0
blue,-31.16,3.68,0,0.01,0.01,0.0
blue,-32.16,4.00,0,0.01,0.01,0.0
blue,-33.46,4.80,0,0.01,0.01,0.0
blue,-34.87,6.14,0,0.01,0.01,0.0
